state,city,povertyRate,perWhite,perBlack,perNativeAm,perAsian,perHis,perCompHighSchool,medIncome
OK,Dibble town,18.8,96.3,0.7,3,0,2.2,76.5,49722
OK,Dickson town,8.7,79.6,0,10.7,0,1,82.9,54167
OK,Dill City town,20.5,94.6,0.3,2.1,0.3,2.6,79.4,42500
OK,Disney town,30.1,88.9,0,0,0,11.1,81.5,28194
OK,Dodge CDP,0,71.4,1.4,15.5,1.4,3.3,94.3,66667
OK,Dotyville CDP,16.5,92.9,0,1.9,0,10.7,100,2500
OK,Dougherty town,14.8,89.7,0.7,4.4,0.7,3.7,83.8,46563
OK,Douglas town,0,84.9,0,0,0,37.6,83.3,(X)
OK,Dover town,14.4,83,0,11.7,0,0,78.9,41458
OK,Dripping Springs CDP,0,87,1.9,5.1,0.3,4.1,100,42813
OK,Drowning Creek CDP,64.3,66.5,0.5,19.4,0.8,3.1,64.3,16618
OK,Drummond town,21.7,25.4,0,68.5,0,5.4,67.9,40625
OK,Drumright city,15.8,89.5,0,5.3,0,5.3,84.9,35964
OK,Dry Creek CDP,15,17,73.4,1.2,2,2.1,86,27450
OK,Duchess Landing CDP,0,82.3,0.5,1.3,0.2,20.5,100,27292
OK,Duncan city,17.8,77.3,0.8,14.8,0,3.3,84.7,40204
OK,Durant city,25.3,21.9,66.5,4.2,0.9,0.9,81.8,33063
OK,Dustin town,40,61.2,1.8,24.5,0.2,6.3,83.5,21932
OK,Dwight Mission CDP,-,93.6,0,0.6,0,5.2,-,-
OK,Eagletown CDP,29.6,81.7,3.3,11.9,0,2.3,85.1,26250
OK,Eakly town,30.5,74.2,0,11.9,0.7,8.6,75.6,31042
OK,Earlsboro town,16.5,87.6,0,9.9,0,1.2,81.8,43125
OK,East Duke town,15.8,59.9,0.9,22.4,0,3.5,90.3,44375
OK,Edmond city,10.1,76.5,2.2,16.5,0.3,4.8,95.9,71974
OK,Eldon CDP,6.3,70.4,9.7,3.6,0.3,26.2,91.6,65125
OK,Eldorado town,29.6,84.4,2.1,2.4,0,10,84.5,30391
OK,Elgin city,7.9,95.8,0,0,4.2,0,93.1,65625
OK,Elk City city,12.1,93.7,0.5,3.6,0.7,3.6,84.1,51406
OK,Elmer town,7.1,71.8,1.9,18.3,0,3.5,79.2,29167
OK,Elm Grove CDP,33.5,94.3,0.1,2.7,0.6,1.6,83.9,28750
OK,Elmore City town,25.7,84,2.3,8.2,0,2,81,30341
OK,El Reno city,14.3,81.7,6.5,3.2,0,11.8,84.7,48015
OK,Empire City town,11.7,62.6,1.5,25.1,0,9.5,91.5,59583
OK,Enid city,13.6,77.2,8.9,8.2,0.6,3.8,85.5,46365
OK,Erick city,32.1,67,3.6,13.9,1.7,11.2,75.8,32375
OK,Erin Springs town,14.7,76.3,0,15.3,0,3.4,84.3,(X)
OK,Etowah town,15.3,79.6,2,14.3,0,4.1,85.9,43250
OK,Eufaula city,30,89.7,0.3,4.8,1.2,0.3,83.2,30781
OK,Evening Shade CDP,15.1,72.6,2.4,13.2,0.9,5.9,88.1,25469
OK,Fairfax town,25.9,81.7,0.5,5.9,0.4,13.2,83.8,31406
OK,Fairfield CDP,26.6,94.4,0.4,2.4,0,0.4,86.8,42083
OK,Fairland town,25.4,79.2,8.2,2.2,0.2,17.5,86.6,36750
OK,Fairmont town,4.1,66.9,0,23,0.7,1.5,89.8,54583
OK,Fair Oaks town,3.6,88.1,0.4,4.4,0,3.5,93.6,77813
OK,Fairview city,21.9,83,6.4,3.5,0,22,85.7,46563
OK,Fallis town,15,75.8,0.6,13.8,0.3,6,94.4,(X)
OK,Fanshawe town,17.3,71,0,25.8,0,0,84.3,39167
OK,Fargo town,13.7,68.6,8.7,4,0.1,23.4,79.9,41429
OK,Faxon town,4.5,77,0,18.9,0,1.4,82.5,35313
OK,Felt CDP,35.2,35.3,0,52.3,0,9.4,83,48125
OK,Fitzhugh town,10.2,75.8,15.6,4.7,0.2,5.5,94.7,52188
OK,Fletcher town,8,55,23.9,9.3,0,3.8,93.7,48600
OK,Flint Creek CDP,21.2,14.5,53.5,10.7,0,3.8,91.4,32500
OK,Flute Springs CDP,25.8,34.9,0,55.9,0,2.2,87.2,41250
OK,Foraker town,16.7,92.5,0,5.4,0,0,100,(X)
OK,Forest Park town,9.3,66.7,0,5.8,14.6,7,95,68977
OK,Forgan town,19.4,79.2,0.3,11.4,0.8,3.4,88.5,41750
OK,Fort Cobb town,20,76.1,13.4,3.1,0.4,4.6,87.6,39688
OK,Fort Coffee town,29.7,72.6,1.6,1.5,2.7,51.5,76.3,26827
OK,Fort Gibson town,18.8,69.7,0.2,22.5,0.4,1.6,94.7,57148
OK,Fort Supply town,37.4,88.8,0,4.8,0,1.6,92.9,38500
OK,Fort Towson town,38.9,55.8,1.2,35,0.4,7.6,78.3,26563
OK,Foss town,12.6,47.8,0,47.1,0,2.2,79.9,(X)
OK,Foster town,9.4,68.4,1.4,1.9,1.4,44.3,88.2,53333
OK,Foyil town,27.7,84,1,7.3,0.7,4,78.8,31000
OK,Francis town,18.7,65.9,2.5,20.3,0.2,3.6,81.5,41250
OK,Frederick city,25.6,65.7,9.4,13.1,0,2.1,72.8,32215
OK,Freedom town,8.6,90.2,0,1.4,0,4.9,89.5,66250
OK,Friendship town,0,76.1,5.1,10.1,0,3,100,62083
OK,Gage town,26.6,94.7,0,2.1,0,8.5,80.6,37143
OK,Gans town,26.7,86.2,1.1,6.5,0.1,3.7,76.5,32500
OK,Garber city,14.2,52.5,0.2,9.3,0.2,41.3,87.9,37143
OK,Garvin town,40.3,73.3,15,6.3,0.4,7.5,78.6,18750
OK,Gate town,9.1,73.4,12.7,7.6,1.3,0,77,33750
OK,Geary city,28.5,76.8,1.4,1.9,0,28.1,81.6,25313
OK,Gene Autry town,13.3,76,0.7,16,0.4,3.5,81.6,33750
OK,Geronimo town,11.1,59.2,5.6,22.5,0,7,91.4,40074
OK,Gerty town,24.7,96.7,0,0,0.8,0,75.8,31250
OK,Gideon CDP,0,72.5,10.7,4.2,0.2,21.4,100,-
OK,Glencoe town,11.7,87.6,0.8,2.5,0,11.6,95.5,35156
OK,Glenpool city,11.9,71.6,0,28.4,0,1.1,90,59444
OK,Goldsby town,10.9,75.4,7.2,5,0.6,12.1,89.7,77500
OK,Goltry town,14.2,74,7.1,11.8,0,0,86.6,54375
OK,Goodwell town,26.8,63.2,11.1,17.6,0.3,4.7,88.8,38824
OK,Gore town,19.8,67.3,8.7,1.3,0.3,32.4,85.1,32411
OK,Gotebo town,19.2,88,0,0,4,26,83.8,44688
OK,Gould town,15.8,58.9,14.6,19,0.4,3.3,69.7,56563
OK,Gowen CDP,20.3,81.8,0.3,1.7,0.1,33.6,67.9,(X)
OK,Gracemont town,18.7,0,0,100,0,0,82.1,29219
OK,Grainola town,0,85.6,0,13.4,0,7.2,93.1,(X)
OK,Grandfield city,25.8,76.8,0.7,12.5,1,7.7,80.1,37188
OK,Grand Lake Towne town,10.2,55,21.8,13.9,0.4,3.5,94.1,91250
OK,Grandview CDP,17.6,40,0.3,46.3,0,4.2,96.2,49306
OK,Granite town,21.2,92.7,0,4.8,0,3.6,83.4,40250
OK,Grant CDP,12.7,90.9,0,2.5,0.1,10.3,64.3,34167
OK,Grayson town,17.3,54.2,23.6,11,0.5,7.8,81.6,32083
OK,Greasy CDP,11.9,64,0,27.9,0.3,11.9,74.1,29250
OK,Greenfield town,4.3,70.8,0,16.7,0,0,77.3,35625
OK,Gregory CDP,5.8,80.2,0,6.2,0,9.3,78.7,62000
OK,Grove city,17.1,75.8,0.8,12.3,0.1,4.6,89.4,40061
OK,Guthrie city,18.6,71.7,0,21.7,0,0,89.7,41267
OK,Guymon city,11.3,89,0,2.9,0,9.6,67,51023
OK,Haileyville city,27.4,15.7,64.7,19.6,0,0,82.8,31719
OK,Hallett town,23,45.7,0.4,39.2,1.1,6.3,74.4,28750
OK,Hammon town,31.3,100,0,0,0,0,85.2,34250
OK,Hanna town,49.6,82.8,2.8,5.5,2.3,4.8,56.3,22917
OK,Hardesty town,20.1,81.3,0,12.9,0.3,0.6,62.7,52941
OK,Harrah city,9.5,93,0,0.9,0,4.2,90.7,57845
OK,Hartshorne city,17.4,67.6,4,20.6,0,2.4,87,42875
OK,Haskell town,28.3,85.8,4.8,3.5,0.2,4.7,80.3,32244
OK,Hastings town,15.7,76.2,0.8,11.7,0.4,1.1,80.4,40833
OK,Haworth town,36.3,40,0.2,50.2,0,1.1,76.7,28929
OK,Headrick town,4.8,83.3,0.9,8.9,0,2.9,69.6,41429
OK,Healdton city,14.3,79.7,0,14.1,0.3,2.7,85.7,39313
OK,Heavener city,36.6,79.5,0.2,12.8,0.3,2.9,65.6,28661
OK,Helena town,12,79.7,0,9.8,0,0,83.8,52500
OK,Hendrix town,22.2,86.3,0.7,4.3,0,0.7,84.4,36250
OK,Hennessey town,7.9,72.4,0,14.3,0.5,5.6,80.6,59194
OK,Henryetta city,24.6,100,0,0,0,11.8,83.8,33694
OK,Hickory town,42.9,28.6,0,63.2,0.5,1.6,72.9,(X)
OK,Hillsdale town,3.8,76.1,0,15.2,1.4,4.1,92.5,64063
OK,Hinton town,12.8,76.9,0,12,0.2,0.9,78.8,52212
OK,Hitchcock town,20.5,94.1,0,0.6,0.3,14.2,71.4,21111
OK,Hitchita town,18.7,47.8,0.5,37.2,0,4.2,61.4,(X)
OK,Hobart city,24.4,78.5,0.4,10.3,0.4,4.7,79.9,39348
OK,Hoffman town,14.7,89,0,9,0,3,70.9,37857
OK,Holdenville city,22.7,83.9,1.6,3.8,0.5,12.4,72.5,29719
OK,Hollis city,20.6,74.5,0.4,17.9,0,5.4,80.1,28264
OK,Hollister town,69.2,82.2,0,11.1,0,0.7,72.7,(X)
OK,Hominy city,21.6,77,0.3,14.5,0,3.6,79.5,31226
OK,Hooker city,13.8,90.9,0,9.1,0,9.1,79.5,54107
OK,Hoot Owl town,-,65,2.4,21.8,0.2,1.5,-,-
OK,Horntown town,14.7,72.8,1.9,12.9,0.3,4.6,84.6,47500
OK,Howe town,42,92.2,1.6,1.2,0.4,2,76.1,26406
OK,Hugo city,41.1,93.8,0.2,2.8,0.2,3.3,73.4,22094
OK,Hulbert town,31.5,85.2,0,3.4,3.4,9.1,69.3,24643
OK,Hunter town,8.3,79.1,0,16.5,0,1.3,82.4,46250
OK,Hydro town,15.8,100,0,0,0,0,85.4,38500
OK,Idabel city,39.4,94,0,1,0,7.9,79.7,25019
OK,Indiahoma town,17.1,73.4,0,15.9,0,3.4,87.6,43750
OK,Indianola CDP,-,69.8,0.7,21,0.9,3.7,-,-
OK,Indianola town,20.1,3.1,93.2,0.8,0.4,2,76.5,46250
OK,Inola town,15,81,0.1,0.7,0.1,23.1,88.2,46639
OK,Iron Post CDP,42.7,91.3,0,6.7,0,4.7,94.7,(X)
OK,Isabella CDP,61.3,60.3,21.4,4.7,2.6,12.6,64,(X)
OK,IXL town,29.7,37.6,0,44.7,0,5.1,69.7,(X)
OK,Jay city,34.4,77.9,0,10.6,0,1.7,75.5,23110
OK,Jefferson town,0,89,0.5,5.3,0.2,4.4,76.9,29583
OK,Jenks city,3.6,54.2,1.1,40.5,0,0,96.6,86747
OK,Jennings town,30,75.6,1.1,9.3,0,1.1,83.9,25556
OK,Jet town,14.1,64.2,0.7,24.2,0,0.3,93.2,41719
OK,Johnson town,11,93.4,0,4.4,0,1.1,82.5,37917
OK,Jones town,8.7,81.3,0.7,5.5,0.3,11.2,87.1,55637
OK,Justice CDP,4.6,76.8,0.5,17.3,0,1.4,97.7,70714
OK,Kansas town,26.3,82.3,0,9.5,0.5,3.6,77.6,32446
OK,Katie town,15.7,56.6,34,5.7,0,3.8,86.1,40000
OK,Kaw City city,14.3,76.5,0.2,6.7,3.3,1,88,41250
OK,Kellyville town,25.3,87.9,0.2,6,0.1,6,79.6,36375
OK,Kemp town,28.7,84.4,0,2.5,0,4.1,88.8,18750
OK,Kendrick town,13.3,51,0.1,36.3,0.1,3.7,75.4,35313
OK,Kenefic town,16.6,80.4,2.2,9.5,0.5,4,75.9,31250
OK,Kenton CDP,84.7,92.7,0.2,2.7,0,6.4,100,14250
OK,Kenwood CDP,28.7,63.2,0,20.8,1.9,6.2,77.7,32760
OK,Keota town,32.4,79.8,0,13.7,0,4.6,69.5,25313
OK,Ketchum town,21.5,84.1,0.5,8.6,0.2,1.8,85.4,33214
OK,Keyes town,11.3,56.6,0.6,8.4,0,42.2,83,36250
OK,Keys CDP,12.3,46.5,0.1,44.3,0,1.9,94.9,26250
OK,Kiefer town,15.6,50,0,50,0,0,91,51250
OK,Kildare town,2.8,76.9,0,0,0,23.1,86.3,44583
OK,Kingfisher city,7.9,92.4,1.3,2.5,0,6.3,89.3,52044
OK,Kingston town,17,95.5,0,0,0,4.5,79.2,31780
OK,Kinta town,36.2,80.8,6.8,4.8,0.2,5.9,82.1,22813
OK,Kiowa town,19.9,42.7,0,38.9,0,8.7,82.5,35833
OK,Knowles town,0,70.4,7.1,12.7,0.7,6.5,64.7,(X)
OK,Konawa city,16.3,85.9,0.2,6.3,0.6,3.7,79.7,36285
OK,Krebs city,15.9,69,0,21.9,1.6,3.7,85,42305
OK,Kremlin town,7.3,72,6,14.1,0.2,5.1,89.6,49167
OK,Lahoma town,10.7,96.9,0,3.1,0,6.3,95.6,58864
OK,Lake Aluma town,0,59.3,4.4,6.4,0.5,33.1,100,172250
OK,Lamar town,14.3,99,0,0,0,4.9,85.6,31250
OK,Lambert town,55.6,85,3.8,1.9,0.1,12.9,100,-
OK,Lamont town,15.4,78.5,0,6.1,0,13.8,89.3,50893
OK,Lane CDP,23.7,84.5,0.1,8.4,0.4,1.8,79.5,39063
OK,Langley town,29,75.9,0,10.9,0.1,6.1,83.6,31683
OK,Langston town,33.1,86.8,0,12.1,0,0,94.7,38173
OK,Latta CDP,32.5,38.4,0.4,54.4,0,0.8,92.3,34620
OK,Laverne town,21.7,38.7,0,25.5,0,10.4,76,50313
OK,Lawrence Creek town,18.3,64.4,4.7,5.8,0.7,25.9,93.9,70875
OK,Lawton city,19.9,48.9,0.4,44.4,0,6.2,88.5,42493
OK,Leach CDP,16,87.2,0.2,5.2,0.2,4.4,88.8,54583
OK,Lebanon CDP,3.9,91.2,0.7,3.3,0,8.1,87.6,32344
OK,Leedey town,7,72.2,3.1,3.1,0.6,24.7,91.6,55833
OK,Le Flore town,29.9,76.1,0.1,15.6,0.3,5.4,80.5,26042
OK,Lehigh city,9.8,100,0,0,0,2.6,71,35625
OK,Lenapah town,24.2,84.3,0.3,8.2,0.3,3.2,88.9,38500
OK,Leon town,41,64.8,14.3,12.1,2.2,0,81.3,25000
OK,Lequire CDP,15.6,74.6,1.6,12.3,0,1.6,81.4,35938
OK,Lexington city,20.2,92.1,0.2,2.2,0.2,4,74.6,44000
OK,Liberty CDP,22.4,88.2,0.8,3.7,0.5,6,86.6,45385
OK,Liberty town,8.5,84.9,0.7,9.5,0.3,2.4,93.8,(X)
OK,Lima town,19.4,80.9,0.4,0,0,22.1,68.1,40417
OK,Limestone CDP,4,18.4,76.3,0,0,0,88.9,71618
OK,Lindsay city,14.3,87.8,0.1,7.2,0.2,2.5,87.6,34083
OK,Loco town,10.2,68.9,1.3,17.1,0.5,4.8,76,33750
OK,Locust Grove town,31.9,64.6,21.9,3.7,1.7,5.6,80.4,25234
OK,Lone Grove city,14.4,81.7,0.6,10.4,0,4.1,87.2,43460
OK,Lone Wolf town,10.9,58.3,2.5,26,0,3.8,89.6,39432
OK,Long CDP,38.3,75.3,3.1,14.1,0,2.2,78.5,40000
OK,Longdale town,27.6,91.9,0.1,1.9,0.2,5.8,76.7,33750
OK,Longtown CDP,17.4,60.2,22.7,7.8,0,2.3,78,38081
OK,Lookeba town,16.4,78.9,4.6,4.5,2.3,8.9,66,31875
OK,Lost City CDP,7.3,93.4,0.1,1.3,0,6.6,90,45583
OK,Lotsee town,0,65.5,0.7,27.3,0.1,2.4,100,-
OK,Loveland town,0,85.4,0.5,8.7,0,2.2,100,-
OK,Loyal town,8.5,76,1.4,15.6,0.2,3.3,87.7,57500
OK,Lucien CDP,0,89.2,2.2,3.4,0.2,7.6,100,(X)
OK,Luther town,14.1,79.5,0.1,16.5,0,2.8,88.9,49196
OK,Lyons Switch CDP,17.7,23.9,1.4,62.3,0,7.2,78.9,55250
OK,McAlester city,23,70.6,1.6,16.6,0.5,4.8,83.9,41112
OK,McCord CDP,10.5,89.8,1.8,1.3,0,3.1,90.8,52847
OK,McCurtain town,31.2,62.6,0,22.8,0.5,0.5,76.5,34821
OK,McLoud city,16.5,55.9,16.1,15.3,0.9,7.1,81.9,46875
OK,Macomb town,23.3,88.4,1,3.9,0.9,6.1,73.7,36250
OK,Madill city,17.5,90.2,0,6.6,0,8.2,70.9,40082
OK,Manchester town,16.7,76.8,0,15.2,1,3,88.4,58750
OK,Mangum city,14.4,82.7,0,5.8,0,15.4,86.3,35130
OK,Manitou town,48.6,96.6,0.5,0,0.5,0,68.9,24250
OK,Mannford town,11.8,97.1,0,0,0,1.4,88.8,49583
OK,Mannsville town,23.8,44.4,0,32.2,0,0,81.8,40804
OK,Maramec town,9.5,85.8,0.6,6.4,0.7,3.9,68.8,32143
OK,Marble City town,58.7,91.5,0.2,2.9,0.2,6.1,64.8,25000
OK,Marietta CDP,18.8,45.7,0.2,40.2,3,1,79.7,(X)
OK,Marietta city,23.7,80.6,1.5,10.5,0.2,3.8,77.7,38750
OK,Marland town,38.3,86.4,0,6.1,0,0.8,69,23304
OK,Marlow city,17.3,93.1,0.6,1.9,2,1.5,84.4,37235
OK,Marshall town,24.6,85.9,2,5.4,0.2,3.7,78.2,37500
OK,Martha town,28.4,42.5,0,41.1,0.3,0.3,87.4,37813
OK,Maud city,21.8,90.3,0.3,5.4,0.1,3.2,83,31563
OK,May town,10.2,86.2,0.5,6.2,0.8,3.7,100,56250
OK,Maysville town,24.4,84.8,0.7,4.1,0,6.9,76.2,32917
OK,Mazie CDP,0,79.7,4.3,4.7,3.8,6.4,100,83171
OK,Mead town,11.5,90.9,0.8,1.2,2.1,2,88.9,41250
OK,Medford city,14.5,61.8,0.3,21.7,0.5,5.9,89.9,41316
OK,Medicine Park town,16.3,57.4,0,32.2,0,1.9,94,48182
OK,Meeker town,18.9,62.7,4.3,21,0.2,2.6,88,34125
OK,Meno town,13.8,83.3,0,0,0,22.2,79.1,52500
OK,Meridian town,25,76.3,1.2,13.8,0.3,4.8,92.5,23750
OK,Meridian CDP,8.6,53.7,2.7,10.2,0.1,40.3,91.3,54236
OK,Miami city,24.5,18.4,0,77.4,0,3.1,84.6,34387
OK,Midwest City city,16,93.8,0,0,0,7.7,89.2,44578
OK,Milburn town,24.3,75,0,15.1,0,1.9,78.1,30833
OK,Mill Creek town,17,88.1,0.6,6,0.2,2,80.7,41458
OK,Millerton town,29.3,92.8,0.6,2.3,0,5.4,79.4,26964
OK,Minco city,11.1,61.6,3.7,27.7,0.2,2.7,87.3,41905
OK,Moffett town,29.7,89.7,0.4,2.2,0.3,9.3,65.9,30625
OK,Monroe CDP,30.7,62.8,3,26.6,0.3,2.7,83.3,28472
OK,Moore city,10.2,62.7,15.1,3.5,4,17.2,91,58169
OK,Mooreland town,14,53,18.8,18.3,0.7,3.2,90.5,52917
OK,Morris city,18,61.8,2.3,22.1,0,2.1,91.6,42727
OK,Morrison town,13.6,9.6,0,69.2,0,0,84.2,50313
OK,Mounds town,18.9,51.1,0.6,34.9,3.2,3.5,87.9,35625
OK,Mountain Park town,23.7,72.8,0.7,3.8,0.3,31.1,88,33750
OK,Mountain View town,19.8,76.4,0.1,15.4,1,3.3,84.6,38684
OK,Mulberry CDP,38.8,46.1,0,1.4,0,76.1,68.1,27045
OK,Muldrow town,30.6,85.8,0,10.1,0,1.4,82.9,33000
OK,Mulhall town,28.6,88.5,0,9,0,0,89.4,57083
OK,Murphy CDP,11.8,79.4,2.8,6.8,1.8,6.7,95,25917
OK,Muskogee city,25.4,72.5,4.3,16.3,0,2.2,84.5,34894
OK,Mustang city,5.7,78.3,0.6,13.1,0.4,4.5,93.1,67719
OK,Mutual town,30.6,81.6,1,10.5,0.2,6.7,77.6,33750
OK,Narcissa CDP,0,88.2,0,10.6,0,0,93.8,56250
OK,Nardin CDP,0,43.4,1.3,40.3,0.1,6.9,100,-
OK,Nash town,3.2,73,6,6.7,0.9,12.7,97.5,75417
OK,Nescatunga CDP,7.5,58.6,3,29.2,0.2,4.2,70,45357
OK,New Alluwe town,19.8,58.4,2.9,31.1,0.1,2.2,80,35750
OK,Newcastle city,5.8,41.4,0.5,47,0,3.3,92.4,74286
OK,New Cordell city,15.8,50.3,0.1,33.1,0,2.1,87.2,48333
OK,New Eucha CDP,34.2,78.4,0,15.2,0,1.6,77.7,46625
OK,Newkirk city,22.4,74.2,0,15.9,0,5.3,85.9,35000
OK,New Woodville town,36.5,84.8,1.8,7.5,0.1,2,65.4,(X)
OK,Nichols Hills city,2.8,85.4,3.3,4.7,0.6,3.2,98.5,123542
OK,Nicoma Park city,13.1,63.6,0.1,28.5,0,1.3,83.4,51286
OK,Nicut CDP,15.6,61.5,0,25.9,0,5.9,76.1,33333
OK,Ninnekah town,7,70,0,15,0,0,87.9,51771
OK,Noble city,13.1,89.7,1,3.4,0.7,4.8,88.1,52022
OK,Norge town,20.6,53.9,0,38.3,0,0,81.3,37188
OK,Norman city,18,43.3,0,46.2,0.6,1.8,93,51491
OK,North Enid town,6.1,84.5,0.3,8.6,0.4,4,93.9,68438
OK,North Miami town,26.3,75.8,0.7,9,0.2,1.9,76.3,28750
OK,Notchietown CDP,21.3,71.5,0,27.5,0,0.5,68.3,29167
OK,Nowata city,26.1,85.9,0,3.8,0,3.2,79.8,28378
OK,Oak Grove town,100,84.1,2.9,6.9,0.5,2.6,0,-
OK,Oakhurst CDP,25.5,79.1,3.2,8.9,0.7,7.2,79.1,38092
OK,Oakland town,15.4,89.8,2.8,3,0.5,4.1,64.5,39808
OK,Oaks town,41.7,73.9,5.8,12.4,0.5,2.7,84.7,31705
OK,Oakwood town,16.7,63,0.1,22.4,0,1,90.3,36250
OK,Ochelata town,8.4,74.4,1.4,11.3,0.6,10,92.2,38333
OK,Oilton city,26.6,81.8,3.5,7.1,0,2.6,84.1,31923
OK,Okarche town,11.5,37.7,0,42.4,0,3.5,93.2,73750
OK,Okay town,23.3,86.9,0,8,0,1.3,81.9,33021
OK,Okeene town,9.7,72.3,0.7,16.9,0.6,4.9,84.4,39073
OK,Okemah city,31.1,70.3,0,21.1,0,0,79.5,30086
OK,Oklahoma City city,18.3,78.8,2.1,7.4,0.2,13.8,85,47779
OK,Okmulgee city,29.5,93.1,0,0,0,6.9,86.8,27978
OK,Oktaha town,22.5,64,0,29.4,0.1,2.9,81.1,39250
OK,Old Eucha CDP,46.2,73.2,0.5,15.9,0.1,3.5,81.8,(X)
OK,Old Green CDP,17.3,79.1,0.9,13.3,0,3.3,87.7,36406
OK,Olustee town,25.8,78.1,0.9,13.5,0.2,2.2,88.4,39063
OK,Oologah town,5.6,90.4,1.1,2.7,0,7.8,89.7,51023
OK,Optima town,33.9,80.8,5,10,0,1.7,53.2,37500
OK,Orlando town,17.6,69.7,1.9,20.3,0,5.2,80.9,31250
OK,Osage town,13.3,76.5,0.2,15.3,0,4,76,22083
OK,Owasso city,7.9,19,67.9,1.5,0,5.8,92.4,65881
OK,Paden town,26.5,78.9,0.4,15.1,0.6,3,84.1,34167
OK,Panama town,34.3,65.8,0.4,25.7,0.4,0.9,77.6,24423
OK,Panola CDP,22.3,25.1,0,66.4,0,5.7,89.1,44167
OK,Paoli town,19.2,84.9,0.2,10.3,0.4,3.7,84.3,29583
OK,Paradise Hill town,5.5,100,0,0,0,0,83.3,50938
OK,Park Hill CDP,25.2,32,50,6.3,0,3.1,81.1,39485
OK,Pauls Valley city,21.7,93.3,0,0.5,0,10,80.6,36728
OK,Pawhuska city,19.8,82.9,0.5,8,0.4,4.1,89.4,37292
OK,Pawnee city,19.3,67.4,0.6,2,0,50.3,85.2,36101
OK,Peavine CDP,20.3,88.8,1,4.2,0,3.5,86.7,30556
OK,Peggs CDP,15.6,71.4,0,23.4,0,5.2,84.2,41691
OK,Pensacola town,18.7,87.8,0.3,8.4,0.2,3.3,75,61250
OK,Peoria town,28,98.8,0,0,1.2,1.2,75.9,26500
OK,Perkins city,21.6,52.5,0,31.1,0,1.6,89.6,40861
OK,Perry city,16,32.1,0,58.3,0,1.7,86.9,41763
OK,Pettit CDP,16.8,79.7,0,13,0.4,2.8,100,53365
OK,Phillips town,15.5,72.8,5.1,11.8,0.2,4.2,80.5,27250
OK,Piedmont city,3.8,78.6,4.8,4,0,7.3,95.6,73506
OK,Piney CDP,4.3,58.9,0,24.2,4.9,1.8,76.4,77292
OK,Pinhook Corner CDP,26,73.5,0,7.4,1.5,22.1,100,43319
OK,Pink town,19.6,96.8,0,0,3.2,12.9,86.3,46146
OK,Pin Oak Acres CDP,24.2,84.6,0.6,11.1,0.1,2.1,100,41146
OK,Pittsburg town,27.9,85.3,0.7,2.9,0.1,14.8,76.5,38750
OK,Platter CDP,19,84.2,0,10.1,0,1.9,57.5,55147
OK,Pocasset town,26.5,53.6,0.9,43.8,0,0,77.2,(X)
OK,Pocola town,21.8,52,0.1,37.5,0.1,1,88.7,37944
OK,Ponca City city,18.3,63.1,1.6,21.6,0.5,5.6,86.7,41061
OK,Pond Creek city,11.5,58.4,0,34.3,0,0.7,86.3,43281
OK,Porter town,14.7,67.3,1.8,20.8,0,1.8,81.7,33594
OK,Porum town,41.5,81.8,2.4,8.8,0.6,3.4,72.6,20813
OK,Poteau city,23.2,77.5,3,10.9,0.6,4.1,84.9,38026
OK,Prague city,15.6,56,0,38,0,1.3,85.9,39777
OK,Proctor CDP,62.8,74.3,0.9,13.3,0.7,3.2,89.4,(X)
OK,Prue town,31.5,78.5,0.3,16.2,0,2.2,73.3,32500
OK,Pryor Creek city,24.8,75.8,11.7,2.2,1.3,24,87.9,38144
OK,Pump Back CDP,18.8,73.7,1,13.4,0,2.8,100,33011
OK,Purcell city,19.4,59.2,0,31.9,0.5,2.6,76.8,45643
OK,Putnam town,0,80.7,0.1,12.7,1.6,3.7,86.7,(X)
OK,Quapaw town,29.6,68.3,3.4,18,0.4,4.7,76.1,31000
OK,Quinton town,32,76.6,0.1,3.7,0,20.6,74.6,27411
OK,Ralston town,21.6,78.2,0,10.5,1.1,1.9,80.4,38000
OK,Ramona town,25.3,50.2,0,29.7,0.4,4.3,82.2,33929
OK,Randlett town,9.7,71.1,1.5,17,0.5,0.5,81.3,37500
OK,Ratliff City town,24.4,100,0,0,0,0,95.1,42500
OK,Rattan town,24.6,83.2,1,7.8,0.8,5.7,84.6,32188
OK,Ravia town,22.9,87.1,0,6.9,0,0,71.3,31696
OK,Redbird town,29.6,87.4,0,3.7,0,16.3,80.4,23750
OK,Redbird Smith CDP,27.1,93.1,0.1,1.8,0.4,8.2,84.7,18292
OK,Red Oak town,15.1,73.1,4.2,14.2,0.8,5.1,75.1,33819
OK,Red Rock town,14.5,77.3,0.2,10.4,0.7,2.7,89.7,47929
OK,Remy CDP,6.4,74.1,0.3,21.8,0.3,2,98.4,39250
OK,Renfrow town,0,66.5,0.3,20.5,0,1.8,84.6,-
OK,Rentiesville town,24.8,64.6,0.6,24,0,1.2,78.1,30417
OK,Reydon town,16.1,96.1,0,0,0,0,93.3,34167
OK,Ringling town,28.1,73.3,0.6,17.7,0.3,2.9,83.5,26991
OK,Ringwood town,7.3,85.5,0.8,5.9,0.6,4,82.1,50313
OK,Ripley town,17.1,70.2,7.6,12.2,0,4.6,82.1,31875
OK,River Bottom CDP,9.8,72.7,10.6,9.1,0,1.5,80.7,43333
