state,city,povertyRate,perWhite,perBlack,perNativeAm,perAsian,perHis,perCompHighSchool,medIncome
IN,West Point CDP,9.9,98.8,0.2,0,0,2.5,100,55294
IN,Westport town,11.5,98.5,0.1,0.2,0.1,0.9,84.6,39875
IN,West Terre Haute town,26.6,97.3,0.5,0.6,0,1.3,76,31178
IN,Westville town,25.7,72.1,25.1,0.2,0.3,6.3,74,46806
IN,Wheatfield town,12,95.8,0.8,0,0.1,5.9,93.3,46250
IN,Wheatland town,9.3,97.9,0.2,0.2,0,2.9,88.3,42422
IN,Wheeler CDP,2.6,94.1,0.9,1.8,0.2,4.5,85.9,53839
IN,Whiteland town,4.3,97,0.4,0.2,0.7,1.8,94.2,67679
IN,Whitestown town,8.8,90.9,2.8,0.1,2.9,3.5,95.6,73402
IN,Whitewater town,18.8,100,0,0,0,0,86.5,39750
IN,Whiting city,16.6,76.3,3.5,0.7,0.7,40.7,87.8,52586
IN,Wilkinson town,13.9,99.3,0,0,0,2,90,55250
IN,Williams CDP,27,96.9,0,0.3,0.7,0.3,94.2,43139
IN,Williams Creek town,6.8,96.1,1,0,1.5,2.5,99.2,174375
IN,Williamsport town,13.1,98.3,0.3,0.1,0.5,1,81.9,41250
IN,Winamac town,21.7,97.2,0.5,0.3,0.4,2.3,85.8,38514
IN,Winchester city,20.5,96.1,0.5,0.5,0.5,2.6,81.4,32273
IN,Windfall City town,19.1,97.2,0.3,0.3,0.3,5.4,77.8,38365
IN,Winfield town,2.2,88.5,3.7,0.4,3.5,8.9,93.8,82193
IN,Wingate town,14.4,100,0,0,0,0,88.8,42917
IN,Winona Lake town,11,92.2,1.5,0.1,1,7.4,91.4,51818
IN,Winslow town,26.4,97.8,0.1,0.6,0.1,2.1,81.6,39375
IN,Wolcott town,7.3,95.3,0.3,0.1,0.3,2.6,91.2,53462
IN,Wolcottville town,15.9,96,0.5,0.7,0.8,1.8,74.2,44671
IN,Woodburn city,8.4,98.6,0,0.2,0.1,1.1,89.6,52989
IN,Woodlawn Heights town,0,97.5,0,0,0,3.8,100,117500
IN,Worthington town,24.1,98.5,0.1,0.3,0.1,1.4,80.5,32656
IN,Wynnedale town,1.9,61,35.9,0,1.3,0.9,97.9,102917
IN,Yeoman town,16.8,100,0,0,0,0,85.1,44375
IN,Yorktown town,5.3,95.3,1.6,0.2,1.5,1.3,95.2,59833
IN,Zanesville town,5.2,98.5,0.2,0.2,0,1.5,88.3,58000
IN,Zionsville town,2.7,94,1.2,0.1,2.7,2.1,98,107604
IN,Ackley city,13.8,94.8,0.1,0.1,0,8.8,87.1,44063
IN,Ackworth city,0,100,0,0,0,1.2,75.8,40000
IN,Adair city,15.9,98.1,0,0.1,0.5,1.3,95.1,48188
IN,Adel city,8.9,97.6,0.3,0.2,0.5,2.1,92.2,56319
IN,Afton city,10.1,98.6,0,0.5,0.1,0.9,88.1,42137
IA,Agency city,10.2,97.6,0,1.3,0,2.4,88.7,37857
IA,Ainsworth city,17.9,92.1,0.9,0,0,20.6,81.2,42212
IA,Akron city,9.7,97.4,0.4,0.6,0.1,0.5,87.4,41161
IA,Albert City city,10.5,98,0.1,0,0.1,3,92.3,44342
IA,Albia city,13.4,97.5,0.3,0.2,0.3,1.9,86.8,44230
IA,Albion city,3.2,97.8,0.2,0,0,1.8,91.3,53750
IA,Alburnett city,3.5,98.1,0,0.4,0,1.2,95.8,66875
IA,Alden city,7.7,97.5,0.5,0.1,0.3,1.1,84.2,48173
IA,Alexander city,28,96,0,0.6,0,6.9,84.4,39375
IA,Algona city,7.4,97.2,0.5,0.1,0.7,1.4,94.4,50512
IA,Alleman city,1.3,98.4,0,0,0.2,0,96.9,81818
IA,Allerton city,25.9,99.2,0,0.2,0,0.2,89.1,39688
IA,Allison city,8.5,99.4,0,0,0.1,0.2,94.1,52750
IA,Alta city,12.7,91.3,1.6,0.2,1.2,15.7,88.1,46458
IA,Alta Vista city,8,99.6,0,0,0,1.1,93.1,40000
IA,Alton city,7.2,95.9,0.7,0.3,0.7,4.7,88.8,62232
IA,Altoona city,6.1,95.1,1.1,0.1,1.1,2.9,94.9,69748
IA,Alvord city,3.9,89.8,0,0,0,11.2,95.5,53750
IA,Amana CDP,0,99.1,0,0,0,2.9,98.7,68625
IA,Ames city,30.5,84.5,3.4,0.2,8.8,3.4,97.4,41616
IA,Anamosa city,19.6,91.1,6.4,0.4,0.7,2,90.1,41092
IA,Anderson CDP,-,93.8,0,0,6.2,0,-,-
IA,Andover city,0,100,0,0,0,0,89.3,54063
IA,Andrew city,12.7,98.8,0.5,0,0,0.5,83.7,44583
IA,Anita city,13.3,99.5,0,0,0.2,0.6,93.7,40429
IA,Ankeny city,7.8,94.7,1.2,0.1,2,2.3,97.3,75465
IA,Anthon city,17.4,97.2,0,0.2,0,2.5,90.8,37159
IA,Aplington city,11.8,99.2,0.1,0,0.2,0.3,87.3,51838
IA,Arcadia city,5.1,97.7,0,0.4,0.2,0.8,92.3,54010
IA,Archer city,33.5,89.3,0,0,3.1,7.6,93.3,46667
IA,Aredale city,13.2,100,0,0,0,1.4,79.1,25000
IA,Arion city,16.2,90.7,0,0,0,8.3,68.3,40750
IA,Arispe city,4.8,100,0,0,0,0,89.8,36000
IA,Arlington city,13.8,98.8,0,0.7,0.2,0,88.6,41500
IA,Armstrong city,7.2,97.8,0,0.4,0.4,0.6,89.6,47000
IA,Arnolds Park city,11.8,99.1,0.2,0.1,0,0.3,95.1,46518
IA,Arthur city,3.8,98.1,0.5,0,0,1.5,94.1,40833
IA,Asbury city,1.8,96.8,1,0,1.1,1.4,96.3,89559
IA,Ashton city,8.3,95,1.3,0.4,0.2,3.1,89.8,46250
IA,Aspinwall city,16.7,100,0,0,0,0,86.7,57500
IA,Atalissa city,5.2,94.2,0,0,0.3,7.4,85.5,57500
IA,Athelstan CDP,0,100,0,0,0,0,65.2,-
IA,Atkins city,2.7,98.9,0.1,0.3,0.1,0.7,94.6,84917
IA,Atlantic city,15.3,97,0.2,0.3,0.3,2.6,90,37397
IA,Auburn city,14,99.7,0,0,0.3,0,84,38021
IA,Audubon city,11.6,98.9,0.2,0.3,0.2,0.7,89.7,37983
IA,Aurelia city,17.8,96.3,0.3,0.2,0.6,2.6,93.1,50556
IA,Aurora city,12.4,95.1,0.5,0,0,1.6,86.4,47321
IA,Avoca city,9.7,98.8,0.2,0.1,0.1,1.9,89.9,50735
IA,Ayrshire city,13.8,100,0,0,0,0,91,28750
IA,Badger city,4.9,97.7,0.4,0.2,0.2,1.2,97.9,60536
IA,Bagley city,15.4,93.4,0,1.7,0.3,7.3,91.9,45556
IA,Baldwin city,11.8,100,0,0,0,0,85.4,33125
IA,Balltown city,4.4,98.5,0,0,0,0,78.2,55938
IA,Bancroft city,12,98.8,0.1,0.3,0,0.3,91.4,44375
IA,Bankston city,1.3,100,0,0,0,0,95.6,113393
IA,Barnes City city,32.9,99.4,0,0.6,0,0,81.5,37500
IA,Barnum city,14.8,98.4,0,0,0,1,90.2,53750
IA,Bartlett CDP,-,92,2,4,0,0,-,-
IA,Bassett city,2.9,100,0,0,0,0,96.5,47813
IA,Batavia city,27.1,99.2,0,0.2,0,3.6,88.3,39808
IA,Battle Creek city,10.3,98.2,0.6,0,0.8,1.7,89.7,38056
IA,Baxter city,8.4,97.7,0.3,0.5,0.1,1.3,90.2,53500
IA,Bayard city,26,98.7,0.2,0,0.4,1.1,85.7,47721
IA,Beacon city,27.2,98,0.6,1.2,0,2,75.5,32917
IA,Beaconsfield city,56,100,0,0,0,0,84,(X)
IA,Beaman city,6.9,96.9,0,0,0.5,1,90.5,53750
IA,Beaver city,0.8,100,0,0,0,0,90.7,51250
IA,Beaverdale CDP,8.6,95.6,1.5,0.3,0.2,1.8,90.2,57232
IA,Bedford city,19.8,97.4,0.5,0.1,0.3,1.3,92.4,34750
IA,Belle Plaine city,20,97.8,0.3,0,0.4,1.7,88.1,39732
IA,Bellevue city,8,99,0.1,0.1,0,0.8,90.4,44089
IA,Belmond city,8.3,93.2,0.1,0.2,0.3,12.1,91.8,38511
IA,Bennett city,6.3,97.5,0.5,0,1.5,2.5,84.5,50556
IA,Bentley CDP,0,94.9,0,0,0,1.7,100,110625
IA,Benton city,2.3,95.1,0,0,0,4.9,91.9,57969
IA,Berkley city,4.5,96.9,0,0,0,3.1,70,38750
IA,Bernard city,5,100,0,0,0,0,93.5,53750
IA,Bertram city,5.5,98,1.4,0,0,3.4,96,93750
IA,Bettendorf city,5.5,91.9,2.2,0.2,3.1,3.6,97,75373
IA,Bevington city,9.3,98.4,0,0,1.6,1.6,79.3,39167
IA,Birmingham city,17.4,97.8,0.7,0,0,2,94.8,40833
IA,Blairsburg city,3.6,99.5,0,0,0,0,93.4,52500
IA,Blairstown city,22.5,97.8,0.7,0.1,0.1,4.3,85.8,50729
IA,Blakesburg city,30.4,99.7,0,0,0,0,85.9,32500
IA,Blanchard city,16.7,100,0,0,0,0,78.6,59375
IA,Blencoe city,16.7,96.9,0,0.4,0.4,0.4,90.4,39792
IA,Blockton city,17.3,99.5,0,0.5,0,2.1,90.5,30938
IA,Bloomfield city,17.3,98.3,0.2,0.2,0.4,1.5,92.7,42234
IA,Blue Grass city,7.7,97,1.2,0.4,0.2,1.8,89,64185
IA,Bode city,15.1,90.4,0,1.3,0,7.6,86.3,41250
IA,Bolan CDP,16.2,100,0,0,0,0,100,-
IA,Bonaparte city,27.4,99.3,0,0,0.2,2.1,90.4,30909
IA,Bondurant city,5.9,96.5,0.6,0.1,0.8,1.7,92.3,63542
IA,Boone city,10.9,96.7,0.8,0.3,0.4,2,94.3,46486
IA,Bouton city,15.8,98.4,0,0.8,0,0,92.2,40625
IA,Boxholm city,21.7,99,0.5,0,0,1.5,94.8,33750
IA,Boyden city,13.8,93.6,0.4,0.1,1.1,9.5,86.4,59250
IA,Braddyville city,12.3,98.1,0,0,0,2.5,97.5,50500
IA,Bradford CDP,0,100,0,0,0,1,88.5,42813
IA,Bradgate city,10.4,100,0,0,0,2.3,96.3,35000
IA,Brandon city,19.9,95.8,0.3,1.3,0,5.2,83.5,43750
IA,Brayton city,11.4,98.4,0,0,0,0.8,85.9,37321
IA,Breda city,5.9,98.8,0.4,0,0.2,0,98.4,59375
IA,Bridgewater city,8.5,95.1,0,0,0.5,0.5,98.2,44107
IA,Brighton city,16.7,98.8,0.3,0.2,0.2,2.8,91.2,39107
IA,Bristow city,37.2,97.5,0,0,0.6,0,83.2,37188
IA,Britt city,6.5,93.1,0.3,0.1,0.6,7.7,89.7,44432
IA,Bronson city,3.9,97.8,0,0.6,0,1.2,97.1,68750
IA,Brooklyn city,10.4,95.1,0.7,0,0.3,4,92.1,47284
IA,Brunsville city,5.4,100,0,0,0,0.7,97.5,56250
IA,Buckeye city,31.8,100,0,0,0,0,83.1,41786
IA,Buck Grove city,0,100,0,0,0,0,95.2,30000
IA,Buffalo city,6.5,97.2,0.5,0.1,0.2,2.5,84.2,44922
IA,Buffalo Center city,13.5,96.1,0.6,0.6,0.2,6,94.6,41087
IA,Burchinal CDP,55.2,97.5,2.5,0,0,0,100,(X)
IA,Burlington city,19.6,88.2,7.2,0.3,0.8,3.1,89.7,39586
IA,Burr Oak CDP,12.7,97,0,0,0.6,2.4,90.1,46944
IA,Burt city,24.4,97.9,0.2,0,0,1.3,87.3,39333
IA,Bussey city,17.4,98.3,0,0.7,0.2,2.1,88.9,36250
IA,Calamus city,8.8,95.9,0,0.2,0,1.6,95.8,55000
IA,California Junction CDP,0,98.8,0,0,0,4.7,73.2,(X)
IA,Callender city,17.6,98.7,0.3,0.3,0,0,84.5,45313
IA,Calmar city,13.5,98,0.3,0,0.1,2,92.1,44297
IA,Calumet city,12.5,96.5,3.5,0,0,4.7,97.3,59063
IA,Camanche city,17.9,97.6,0.6,0.2,0.4,2.1,96.8,56318
IA,Cambridge city,6.5,97.1,0.4,0.5,0.6,2.9,92.9,54196
IA,Cantril city,21.6,98.6,0,0,0.5,0.5,83.6,34583
IA,Carbon city,14.8,97.1,0,2.9,0,2.9,92.6,28750
IA,Carlisle city,6.5,96.7,0.4,0.1,0.5,2,97.1,57794
IA,Carpenter city,0,98.2,1.8,0,0,0,90.1,(X)
IA,Carroll city,11.8,96,0.5,0.1,0.7,2.4,91.2,43078
IA,Carson city,8.1,98.8,0,0.2,0.1,2.3,89.4,47039
IA,Carter Lake city,13.6,90.3,1,0.8,0.5,11.5,88,48333
IA,Cascade city,17,96.2,0.4,0.1,0.2,3.6,88.9,47344
IA,Casey city,18.1,96.7,0,0,2.1,1.4,90.9,40000
IA,Castalia city,10,100,0,0,0,1.2,85.7,45357
IA,Castana city,21,100,0,0,0,0.7,92.2,22143
IA,Cedar Falls city,18.5,93.4,2.1,0.2,2.3,2,95.4,55808
IA,Cedar Rapids city,12.3,88,5.6,0.3,2.2,3.3,93.5,53581
IA,Center Junction city,2.2,100,0,0,0,4.5,86.4,55000
IA,Center Point city,2.7,97.1,0.9,0.4,0.3,0.4,95.8,79545
IA,Centerville city,17.6,96.5,0.9,0.4,0.3,1.9,87,31270
IA,Central City city,6.2,98.3,0.6,0.2,0.2,1.2,95.1,54453
IA,Centralia city,4.5,98.5,0,0,0,0,95.5,50938
IA,Chapin CDP,0,95.4,0,0,0,4.6,85.3,(X)
IA,Chariton city,15.7,98.7,0.2,0,0.2,1.2,88.2,33167
IA,Charles City city,16.8,92.7,2.5,0.2,2.5,2.6,85.5,39053
IA,Charlotte city,12.6,87.8,0.8,0,2,11.7,94.4,47955
IA,Charter Oak city,9.7,95.6,0.6,0,1.4,7.2,86.7,49167
IA,Chatsworth city,10.1,98.7,0,0,0,1.3,81.6,(X)
IA,Chelsea city,9,79,0,3.4,0,34.1,68.4,41000
IA,Cherokee city,14.3,95.5,1,0.3,0.7,2.9,86.9,40811
IA,Chester city,25.8,99.2,0,0.8,0,0.8,91.2,37813
IA,Chillicothe city,25.8,100,0,0,0,1,81.5,45536
IA,Churdan city,21.1,94.6,1,0.8,1,0.8,91.3,38125
IA,Cincinnati city,14.6,97.5,0,0,0.3,1.1,83.5,33500
IA,Clare city,3.6,97.3,2.1,0,0,1.4,97.3,54583
IA,Clarence city,13,97.8,0.2,0.3,0,1.4,86.8,44196
IA,Clarinda city,14.9,89.2,5.6,1.1,1.5,3.2,88,42551
IA,Clarion city,18.2,91.9,0.5,0.3,0.5,15.9,90.3,37583
IA,Clarksville city,11.5,98,0.1,0.2,0.4,1.2,86.6,43750
IA,Clayton city,0,100,0,0,0,0,90.5,48750
IA,Clearfield city,11.6,97.8,0.6,0.3,0,1.7,81,32266
IA,Clear Lake city,15.9,96.3,0.5,0.1,1.2,2.2,95.2,49219
IA,Cleghorn city,19.7,95,0.8,0,0.4,3.8,95.8,46000
IA,Clemons city,2.4,96.6,0,0,2.7,0.7,92.9,58750
IA,Clermont city,11,98.3,0,0,1.1,1.4,90.5,42813
IA,Climbing Hill CDP,0,97.9,0,0,0,0,84.3,84063
IA,Clinton city,17.3,91,4.3,0.4,0.7,3.3,89.1,41813
IA,Clio city,8.8,97.5,0,0,0,10,93.2,42083
IA,Clive city,2.6,88.1,2.2,0.2,4,7.5,93.9,93160
IA,Clutier city,12.1,92.5,0,0.5,0,8.9,78.5,38125
IA,Coalville CDP,27.7,92.8,1.6,0.5,0.2,3.1,96.7,41875
IA,Coburg city,2.1,95.2,0,0,0,0,76,43125
IA,Coggon city,10.3,99.7,0.2,0,0,0.5,87.7,51719
IA,Coin city,11.9,94.3,0,0,0,7.3,81.8,43125
IA,Colesburg city,6.5,98,0,0,1,0,85.4,53594
IA,Colfax city,12.3,98.3,0.3,0.4,0.1,0.9,93.3,44706
IA,College Springs city,16.6,96.7,0,0,0,0,91.7,31786
IA,Collins city,19.7,99,0,0,0.2,0.2,94.3,55000
IA,Colo city,10.6,98.6,0.3,0.2,0,0.9,93.3,49688
IA,Columbus City city,9.2,74.2,0,0,3.1,41.9,65.2,56103
IA,Columbus Junction city,17,74.2,1.6,0.3,3.4,48,66.8,49167
IA,Colwell city,24.1,97.3,0,0,0,0,95.8,46250
IA,Conesville city,22.6,57.6,0.7,0,1.6,63,62.4,42692
IA,Conrad city,6.1,97.9,0.4,0.2,0.3,0.6,91.4,45313
IA,Conroy CDP,0,99.6,0,0,0,0.4,93.7,46758
IA,Conway city,0,100,0,0,0,0,100,35625
IA,Coon Rapids city,16.8,97.7,0.1,0.1,0,3.3,92.2,44674
IA,Coppock city,0,93.6,0,0,0,0,87.8,29531
IA,Coralville city,12.3,79.4,7.9,0.3,7.8,5.1,95.3,58744
IA,Corley CDP,18.6,100,0,0,0,0,81.4,(X)
IA,Corning city,13.3,98.2,0.1,0.2,0.9,0.8,90.7,41849
IA,Correctionville city,11.4,97.2,0.2,0.6,0.9,2.3,89.7,40119
IA,Corwith city,7,97.7,0,0,0.3,4.2,90.4,37857
IA,Corydon city,14.3,99,0.1,0.2,0.1,0.4,89.4,43646
IA,Cotter city,0,100,0,0,0,29.2,94.7,55500
IA,Coulter city,11.6,87.2,0.4,0,0,14.9,84,51250
IA,Council Bluffs city,16.3,90.9,1.9,0.6,0.7,8.5,86.9,45551
IA,Craig city,9.1,100,0,0,0,0,90.3,78125
IA,Crawfordsville city,6.3,93.9,0.8,1.1,0,9.1,83.3,41719
IA,Crescent city,2.6,98.4,0,0.2,0,1.8,88.3,81731
IA,Cresco city,14.7,97.3,0.4,0.1,0.4,1.6,91.2,47426
IA,Creston city,15.9,96,1,0.3,0.6,2.3,93.9,40782
IA,Cromwell city,5.4,100,0,0,0,0,97.1,62500
IA,Crystal Lake city,13.5,97.2,1.6,0.4,0,4,96,34432
IA,Cumberland city,31.3,98.9,0,0.4,0,0.4,89.3,26953
IA,Cumming city,0.2,96.9,0.9,0,0.6,1.1,98.7,105000
IA,Curlew city,12.7,98.3,1.7,0,0,0,98,31429
IA,Cushing city,6.2,99.5,0,0,0,2.7,94.2,36667
IA,Cylinder city,2.8,98.9,0,0,0,0,97.8,54750
IA,Dakota City city,6.9,96,0.1,0.5,0.4,4.2,90.1,42708
IA,Dallas Center city,1.9,98.2,0.6,0.2,0.1,0.7,95.4,69265
IA,Dana city,21.7,91.5,8.5,0,0,2.8,84.1,30694
IA,Danbury city,8.1,97.7,0,1.7,0.3,0,87.6,43906
IA,Danville city,5.2,96.1,1.8,0.2,0.5,1.3,95.6,50694
IA,Davenport city,16.6,80.7,10.8,0.4,2.2,7.3,90.6,47343
IA,Davis City city,31.7,98,0,0.5,0,1,79.9,26875
IA,Dawson city,34,93.1,0.8,0,0,4.6,79.5,35938
IA,Dayton city,7,98.7,0.6,0,0,0.6,86.9,41406
IA,Decatur City city,17.2,95.9,0,0.5,1,1,79.3,41250
IA,Decorah city,12.1,94.6,1.5,0,2.2,2,94.8,50388
IA,Dedham city,4.6,100,0,0,0,0.4,94.2,55000
IA,Deep River city,11.3,100,0,0,0,0,85.6,38750
IA,Defiance city,18.2,98.9,0,0.4,0.4,1.4,91.3,43500
IA,Delaware city,11.6,99.4,0,0,0,0.6,87.7,48438
IA,Delhi city,11,99.1,0,0,0,0.7,91.6,55000
IA,Delmar city,5.3,97,1.5,0.2,0.2,1.5,92.3,49762
IA,Deloit city,24.4,87.5,0,0,0,22,71.5,33500
IA,Delphos city,50,100,0,0,0,0,30,11000
IA,Delta city,23.5,97,1.8,0.3,0,0.6,85.2,23750
IA,Denison city,28.1,70.6,2.3,0.6,1,42.1,66,44622
IA,Denmark CDP,12,99.5,0,0.2,0,0.5,86.7,40833
IA,Denver city,5.4,98.8,0.1,0.1,0.3,0.6,97.7,55500
IA,Derby city,22.7,99.1,0,0,0,0,84.6,48750
IA,Des Moines city,20,76.4,10.2,0.5,4.4,12,87.3,46290
IA,De Soto city,6.1,96.6,0.7,0.5,0.2,1.8,93.6,56250
IA,De Witt city,12,97.1,0.8,0.1,0.4,1.9,96.6,58750
IA,Dexter city,11.3,98.5,1.1,0.2,0,2.8,95.2,54688
IA,Diagonal city,15.5,97.9,0.3,1.8,0,0,84,37222
IA,Diamondhead Lake CDP,0,98.1,0,0.3,0,1.9,83.7,88750
IA,Dickens city,25.9,98.4,0,0,0.5,1.1,89,45625
IA,Dike city,3.6,98.8,0.2,0,0.2,1.2,96.9,67500
IA,Dixon city,6.2,96.8,1.2,0.8,0,0.4,96.4,44688
IA,Dolliver city,12.5,100,0,0,0,0,72.9,49583
IA,Donahue city,4.4,98.8,0.3,0,0,0.9,92.5,78750
IA,Donnellson city,14.8,99,0.1,0.1,0.2,0.4,91.4,37656
IA,Doon city,5.6,98.6,0,0,0,2.4,88.3,52708
IA,Douds CDP,0,98.7,0,0,0.7,0,100,37857
IA,Dougherty city,4.4,96.6,0,0,3.4,0,90.2,49375
IA,Dow City city,23.3,93.1,0,0.2,0,9,85.6,36750
IA,Dows city,6.8,93.3,1.3,0,0.2,18.4,90.9,36875
IA,Drakesville city,14.7,99.5,0,0,0,0.5,84.5,30625
IA,Dubuque city,16.2,91.7,4,0.3,1.1,2.4,91.3,47450
IA,Dumont city,20.2,98.7,0.2,0,0,3.3,87.6,47917
IA,Duncan CDP,54.7,94.7,0,0.8,0,3.1,55.8,(X)
IA,Duncombe city,10.3,96.1,0.5,0,0.7,1,88,37188
IA,Dundee city,10.5,100,0,0,0,1.7,92.5,42083
IA,Dunkerton city,7.2,96.1,1.1,0,0.7,2.6,92.7,55938
IA,Dunlap city,6.2,98,0,0.7,0.2,0.8,85.5,50000
IA,Durango city,21.4,100,0,0,0,0,84.6,35625
IA,Durant city,6.7,98,0.1,0.2,0.3,1.7,93.2,60625
IA,Dyersville city,9.7,97.6,0.9,0,0.2,1.3,88.9,49392
IA,Dysart city,12.1,97.6,0.5,0.1,0.2,1.5,93.1,56875
IA,Eagle Grove city,12.3,95.5,0.7,0,0.1,8.9,83.9,39654
IA,Earlham city,5.3,98.3,0.1,0,0.5,0.8,98.5,59455
IA,Earling city,10.4,97.9,0.2,1.4,0,1.1,86,44000
IA,Earlville city,9.6,98.6,0,0,0.1,2.5,89.7,59464
IA,Early city,21.4,93.2,1.4,0.2,0.2,4.5,96.8,40000
IA,East Amana CDP,0,100,0,0,0,0,66.7,-
IA,East Peru city,33.3,100,0,0,0,0,79.2,25000
IA,Eddyville city,15.2,96.5,0.1,0.1,0.1,2.4,95.5,46518
IA,Edgewood city,16.6,99.1,0,0.1,0,0.7,88,48214
IA,Elberon city,7.7,96.4,0,0,0.5,2.6,85.2,53333
IA,Eldon city,16.1,98.4,0.1,0.2,0,1.1,83.7,33083
IA,Eldora city,9,94.8,2,0.3,0.6,3.7,88.9,46776
IA,Eldridge city,6.7,96.8,0.5,0.2,0.5,2.1,96.6,57750
IA,Elgin city,11.9,98.8,0.1,0.4,0,1,93.4,44779
IA,Elkader city,5.1,98.7,0.1,0.3,0.2,0.3,96.4,46136
IA,Elkhart city,10.8,95.6,1,0.3,0,3.8,92.4,51750
IA,Elk Horn city,8.7,98.9,0,0,0,1.7,86.5,48000
IA,Elkport city,46.7,100,0,0,0,0,58.8,30250
IA,Elk Run Heights city,3.9,94.6,1.7,0.3,0.1,2.5,85,52188
IA,Elliott city,6.7,99.1,0,0.3,0.3,0.9,83.3,45250
IA,Ellston city,0,97.7,0,0,0,0,100,63750
IA,Ellsworth city,9.8,92.1,0.2,2.1,0.4,6.8,94,53393
IA,Elma city,11.2,96.3,1.3,0,0,1.5,91.4,38889
IA,Ely city,2.9,97.5,0.3,0.1,0.5,2.3,98,96667
IA,Emerson city,6.9,98.9,0,0,0,0.5,93.9,51645
IA,Emmetsburg city,10.8,96.9,1,0.2,0.5,2,92.6,41964
IA,Epworth city,7.3,93.9,0.8,0,4.8,0.4,97.3,70380
IA,Essex city,8.4,97.2,0,0.6,0,2,92.8,48500
IA,Estherville city,16.2,90.6,0.8,0.7,0.6,11,87.4,43536
IA,Evansdale city,9.5,94.8,1.7,0.2,0.5,1.7,90.2,43492
IA,Everly city,14.7,99.7,0,0.2,0,1,84.6,56250
IA,Exira city,16.5,98.6,0.2,0.1,0.4,1.4,84.9,36442
IA,Exline city,14.1,99.4,0,0,0,3.1,73.8,33333
IA,Fairbank city,7.7,98,0.3,0.1,0,1.8,96,58472
IA,Fairfax city,1,96.1,1.2,0.2,1.1,1.4,97.8,87548
IA,Fairfield city,17.3,90.3,2,0.2,3.9,3.6,95,37162
IA,Farley city,3.6,99.3,0.1,0,0,1,94.9,75583
IA,Farmersburg city,21.2,97,0.3,0,0.3,0.3,94.7,40938
IA,Farmington city,14.1,97.7,0.3,0.8,0,2.1,79.2,38056
IA,Farnhamville city,13.9,98.4,0,0.3,0.3,0,96.9,39375
IA,Farragut city,13.3,99.6,0,0.2,0,2.3,94.8,47813
IA,Fayette city,25.8,88.6,6.7,0,1.9,2.8,86.3,28125
IA,Fenton city,8,98.6,0.7,0,0.4,0.4,91.7,49583
IA,Ferguson city,10.5,98.4,0,0,0,0,88.5,45893
IA,Fertile city,1.2,97.8,0.5,1.1,0.3,4.9,90.7,43393
IA,Floris city,20.9,99.3,0,0,0,0.7,88.3,44286
IA,Floyd city,11.8,98.8,0,0,0,0.3,81.7,41250
IA,Fonda city,16.7,94.3,0.5,0,0.3,8.7,92.6,39750
IA,Fontanelle city,12.6,99.7,0,0,0,0.6,90,38958
IA,Forest City city,8.9,94.9,1.5,0.2,1.3,3,93.8,46146
IA,Fort Atkinson city,3.4,98,0,0,0,3.2,86.4,37813
IA,Fort Dodge city,18.3,89.7,5.5,0.4,0.8,5,89.6,39315
IA,Fort Madison city,17.7,89.3,5.5,0.4,0.6,6.7,91.7,42595
IA,Fostoria city,8,96.5,0,0,0.4,2.6,87.9,62917
IA,Franklin city,7.9,99.3,0,0.7,0,0,91.4,53125
IA,Fraser city,15.2,98,0,0,0,0,89,71000
IA,Fredericksburg city,12.2,96.1,0.2,0.2,0.1,3.4,90.3,36950
IA,Frederika city,11.6,98.4,0,0.5,1.1,0,93.2,42969
IA,Fredonia city,19.6,74.6,0.4,2,2.5,43.9,65.3,48958
IA,Fremont city,15.6,98.7,0.1,0,0.7,0.4,91.1,41319
IA,Fruitland city,3.6,96.7,0,0.2,0.4,4.4,91.8,80217
IA,Frytown CDP,0,97,0,0,0,2.4,100,-
IA,Galt city,2.5,100,0,0,0,21.9,98.2,(X)
IA,Galva city,14.6,95.4,0.2,0.7,0.2,6.5,87.9,43250
IA,Garber city,9.2,100,0,0,0,0,93.5,55625
IA,Garden City CDP,20.3,100,0,0,0,0,100,(X)
IA,Garden Grove city,32.9,97.6,0.9,0,0,0.9,86.7,42813
IA,Garnavillo city,12.2,98.3,0.5,0,0,1.6,86.6,46750
IA,Garner city,9.2,97.3,0.6,0,0.3,2,94.8,58323
IA,Garrison city,6,96.2,1.1,0,0,1.6,91.7,50625
IA,Garwin city,6,96.2,0,0.6,0,3.6,94.5,49531
IA,Geneva city,12.7,98.2,0,0,0,0.6,93.8,34375
IA,George city,7.4,98.5,0.2,0.1,0.2,2.2,84.6,50795
IA,Gibson city,14,98.4,0,0,1.6,0,95,37500
IA,Gilbert city,10.9,95.3,1.4,0.2,1.1,1.5,98.6,80833
IA,Gilbertville city,10.6,98.6,0,0.1,0.6,1.7,93.1,51696
IA,Gillett Grove city,21.4,98,0,0,0,0,83.8,(X)
IA,Gilman city,15,99.6,0,0,0,0.8,92,54250
IA,Gilmore City city,11.8,97.8,0.4,0,0.4,1.6,90.4,38125
IA,Gladbrook city,4.4,98.8,0,0,0,1,96.3,60078
IA,Glenwood city,15.3,96.8,0.6,0.3,0.4,2.7,90,53229
IA,Glidden city,13,99,0,0.6,0.1,0.6,93.7,55625
IA,Goldfield city,12.7,95.4,0.3,0.5,0,3,89.8,39417
IA,Goodell city,31,95,0,0,0,11.5,83.5,37500
