Geographic Area,City,percent_completed_hs,Median Income
TN,Caryville town,78.2,32829
TN,Castalian Springs CDP,86.7,58646
TN,Cedar Hill city,72.4,37206
TN,Celina city,74.5,19913
TN,Centertown town,91.6,46250
TN,Centerville town,77.3,36368
TN,Central CDP,71.6,26859
TN,Chapel Hill town,86.9,40625
TN,Charleston city,78.8,39375
TN,Charlotte town,65,28667
TN,Chattanooga city,85.2,40177
TN,Chesterfield CDP,83.9,39018
TN,Christiana CDP,90,63137
TN,Church Hill city,87,43902
TN,Clarkrange CDP,85.4,43459
TN,Clarksburg town,78.6,40000
TN,Clarksville city,92.2,46947
TN,Cleveland city,82.5,36669
TN,Clifton city,69.5,25469
TN,Clinton city,87.3,40729
TN,Coalfield CDP,89.9,53594
TN,Coalmont city,68.3,25862
TN,Collegedale city,92.5,51587
TN,Collierville town,96.5,110084
TN,Collinwood city,75.3,29107
TN,Colonial Heights CDP,93.1,42319
TN,Columbia city,85.1,36426
TN,Cookeville city,86.2,28275
TN,Coopertown town,92.1,62375
TN,Copperhill city,79.1,19274
TN,Cornersville town,85.8,44934
TN,Cottage Grove town,88.6,38500
TN,Cottontown CDP,92.1,61250
TN,Covington city,78.8,28571
TN,Cowan city,71,30417
TN,Crab Orchard city,66.6,36696
TN,Cross Plains city,85.5,64554
TN,Crossville city,79.1,26364
TN,Crump city,75.9,29063
TN,Cumberland City town,84.9,18750
TN,Cumberland Gap town,85.4,15000
TN,Dandridge town,81.8,46750
TN,Darden CDP,72.5,48000
TN,Dayton city,72.8,27594
TN,Decatur town,84.3,29141
TN,Decaturville town,73.3,27708
TN,Decherd city,75.6,32629
TN,Dickson city,84,37045
TN,Dodson Branch CDP,81.8,36161
TN,Dover city,84.4,37000
TN,Dowelltown town,85.1,40000
TN,Doyle town,80.9,29464
TN,Dresden town,79.7,30114
TN,Ducktown city,66.4,22813
TN,Dunlap city,75.2,35119
TN,Dyer city,83,31130
TN,Dyersburg city,83,34948
TN,Eagleton Village CDP,81.5,35913
TN,Eagleville city,88.6,56500
TN,East Cleveland CDP,72.3,26750
TN,East Ridge city,85.3,38909
TN,Eastview town,85.7,36181
TN,Elgin CDP,86.6,28929
TN,Elizabethton city,81.9,30217
TN,Elkton city,82.5,46528
TN,Englewood town,77.6,26994
TN,Enville town,78.6,37500
TN,Erin city,70.3,28182
TN,Erwin town,79.7,29133
TN,Estill Springs town,85.9,46938
TN,Ethridge town,83.8,30313
TN,Etowah city,83.3,27162
TN,Eva CDP,69.5,38929
TN,Fairfield CDP,34.5,40833
TN,Fairfield Glade CDP,95.6,47911
TN,Fairgarden CDP,100,53750
TN,Fairmount CDP,98.3,98061
TN,Fairview city,87,59406
TN,Fall Branch CDP,90.5,46906
TN,Falling Water CDP,88.9,67708
TN,Farragut town,97.4,107590
TN,Fayetteville city,79.9,29224
TN,Fincastle CDP,77.8,36902
TN,Finger city,73,34167
TN,Flat Top Mountain CDP,97.1,57132
TN,Flintville CDP,78.2,31315
TN,Forest Hills city,99.3,199464
TN,Franklin city,94.5,85671
TN,Friendship city,72.9,25385
TN,Friendsville city,86.4,45556
TN,Gadsden town,82,33393
TN,Gainesboro town,67.8,21711
TN,Gallatin city,85.1,47957
TN,Gallaway city,71.2,16741
TN,Garland town,90.9,60357
TN,Gates town,80.6,27500
TN,Gatlinburg city,83.4,36175
TN,Germantown city,97.6,109464
TN,Gibson town,82.4,42917
TN,Gilt Edge city,81.1,37500
TN,Gleason town,76.7,29583
TN,Goodlettsville city,88.9,53763
TN,Gordonsville town,85.7,44615
TN,Graball CDP,95.4,51705
TN,Grand Junction city,80,34427
TN,Gray CDP,90.8,51542
TN,Graysville town,68.3,26929
TN,Greenback city,82.2,43750
TN,Greenbrier town,88.1,49491
TN,Greeneville town,81.3,31449
TN,Greenfield city,80.8,33854
TN,Green Hill CDP,95.6,74559
TN,Grimsley CDP,74.7,34257
TN,Gruetli-Laager city,75.2,31581
TN,Guys town,80.6,21310
TN,Halls town,78.6,37269
TN,Harriman city,79.3,21862
TN,Harrison CDP,89.5,51967
TN,Harrogate city,87.3,56979
TN,Hartsville/Trousdale County,78.7,41029
TN,Helenwood CDP,93.1,40833
TN,Henderson city,76.8,33850
TN,Hendersonville city,93.8,61786
TN,Henning town,57.5,21964
TN,Henry town,66,28625
TN,Hickory Valley town,68.4,(X)
TN,Hillsboro CDP,92.1,45139
TN,Hohenwald city,80.9,36050
TN,Hollow Rock town,79.4,31534
TN,Hopewell CDP,93,67586
TN,Hornbeak town,81.8,35972
TN,Hornsby town,81.2,32083
TN,Humboldt city,81.1,31684
TN,Hunter CDP,88.9,43971
TN,Huntingdon town,72.5,24909
TN,Huntland town,77.2,37679
TN,Huntsville town,69.6,19727
TN,Iron City CDP,83.3,20547
TN,Jacksboro town,79.4,37813
TN,Jackson city,87.5,38153
TN,Jamestown city,66.5,15721
TN,Jasper town,82.5,47500
TN,Jefferson City city,82.6,33672
TN,Jellico city,67.4,23775
TN,Johnson City city,89.3,39566
TN,Jonesborough town,85.1,50378
TN,Kenton town,82.7,29167
TN,Kimball town,82.1,45000
TN,Kingsport city,87.6,37465
TN,Kingston city,88.3,45377
TN,Kingston Springs town,91.9,65767
TN,Knoxville city,87.8,34226
TN,Lafayette city,68,29181
TN,La Follette city,70.1,25330
TN,La Grange town,84.3,57250
TN,Lake City city,67,22663
TN,Lakeland city,94.9,96964
TN,Lakesite city,89.6,70809
TN,Lake Tansi CDP,87.2,42946
TN,Lakewood Park CDP,68.4,27807
TN,La Vergne city,86.3,54659
TN,Lawrenceburg city,76.1,29443
TN,Lebanon city,81.9,41515
TN,Lenoir City city,73,35163
TN,Lewisburg city,75.9,34201
TN,Lexington city,81.2,42337
TN,Liberty town,77.5,34750
TN,Linden town,73.9,20125
TN,Livingston town,74.1,29978
TN,Lobelville city,77.3,31136
TN,Lone Oak CDP,74.8,48949
TN,Lookout Mountain town,99.6,121319
TN,Loretto city,84.4,40793
TN,Loudon town,71.2,31542
TN,Louisville city,88.4,55043
TN,Luttrell town,67.5,33333
TN,Lyles CDP,82.6,17841
TN,"Lynchburg, Moore County metropolitan government",87.2,49427
TN,Lynnville town,77.5,34722
TN,McEwen city,81.2,41550
TN,McKenzie city,77.6,30260
TN,McLemoresville town,85.3,41250
TN,McMinnville city,75.6,28971
TN,Madisonville city,78.8,25000
TN,Manchester city,82.5,42574
TN,Martin city,90.2,31126
TN,Maryville city,89.7,54219
TN,Mascot CDP,83.6,36918
TN,Mason town,70.3,31696
TN,Maury City town,74,27159
TN,Maynardville city,73.4,25179
TN,Medina city,92.7,64818
TN,Medon city,77.5,41000
TN,Memphis city,83.7,36445
TN,Michie town,72.4,24083
TN,Middleton city,90.7,38365
TN,Middle Valley CDP,88.6,59122
TN,Midtown CDP,78.5,40875
TN,Milan city,86.3,33890
TN,Milledgeville town,71.7,25000
TN,Millersville city,88.5,58803
TN,Millington city,88.6,48822
TN,Minor Hill city,81.1,34479
TN,Mitchellville city,70.9,36250
TN,Monteagle town,83.9,39567
TN,Monterey town,73.6,24631
TN,Mooresburg CDP,80.8,36875
TN,Morrison town,68.4,28594
TN,Morristown city,77,30846
TN,Moscow city,76.2,33611
TN,Mosheim town,76.9,35097
TN,Mountain City town,78.5,25905
TN,Mount Carmel town,85,47500
TN,Mount Juliet city,93.8,75973
TN,Mount Pleasant city,81.2,34963
TN,Mowbray Mountain CDP,78,46833
TN,Munford city,93,63542
TN,Murfreesboro city,91.8,51094
TN,Nashville-Davidson metropolitan government (balance),87.1,47621
TN,Newbern town,82.1,36273
TN,New Deal CDP,76.8,47763
TN,New Hope city,80,44453
TN,New Johnsonville city,88.4,49871
TN,New Market town,80.3,49018
TN,Newport city,78.4,21288
TN,New Tazewell town,71.1,20888
TN,New Union CDP,92.3,68913
TN,Niota city,79.7,29844
TN,Nolensville town,97,108859
TN,Normandy town,73.8,34583
TN,Norris city,93.3,55938
TN,Oakdale town,81.5,37500
TN,Oak Grove CDP (Sumner County),89.1,63750
TN,Oak Grove CDP (Washington County),89.8,40694
TN,Oak Hill city,98.3,136708
TN,Oakland town,94.3,68967
TN,Oak Ridge city,91.9,49100
TN,Obion town,80.7,38242
TN,Oliver Springs town,85.3,37961
TN,Olivet CDP,84.1,43245
TN,Oneida town,84.3,29786
TN,Ooltewah CDP,90.8,31513
TN,Orlinda city,84.9,52991
TN,Orme town,73.5,46250
TN,Palmer town,69.4,21000
TN,Paris city,80.6,30462
TN,Park City CDP,86.7,41729
TN,Parker's Crossroads city,73.6,32500
TN,Parrottsville town,80.5,40875
TN,Parsons city,78.9,28000
TN,Pegram town,87.1,61094
TN,Pelham CDP,98.1,49583
TN,Petersburg town,76.5,38077
TN,Petros CDP,76.7,30556
TN,Philadelphia city,71.1,32788
TN,Pigeon Forge city,78.2,32125
TN,Pikeville city,73.7,23849
TN,Pine Crest CDP,86,27799
TN,Piperton city,92.5,91806
TN,Pittman Center town,82,46875
TN,Plainview city,79.8,39659
TN,Pleasant Hill town,77.3,25417
TN,Pleasant View city,88.5,67157
TN,Portland city,82.5,50172
TN,Powells Crossroads town,86.3,58750
TN,Pulaski city,77.8,30574
TN,Puryear city,82.8,38125
TN,Ramer city,84.8,27917
TN,Red Bank city,90,36841
TN,Red Boiling Springs city,61.9,20694
TN,Riceville CDP,88.7,36827
TN,Ridgely town,66.1,28534
TN,Ridgeside city,97.6,102500
TN,Ridgetop city,88.8,63486
TN,Ripley city,77.5,22808
TN,Rives town,82.4,37188
TN,Roan Mountain CDP,71.9,31676
TN,Robbins CDP,83.3,35700
TN,Rockford city,88.3,61295
TN,Rockvale CDP,100,74375
TN,Rockwood city,75.1,27539
TN,Rogersville town,80.8,25095
TN,Rossville town,92.1,70673
TN,Rural Hill CDP,98.8,76140
TN,Rutherford town,80.5,31917
TN,Rutledge town,76.9,21500
TN,St. Joseph city,75,39808
TN,Sale Creek CDP,89.1,49750
TN,Saltillo town,70.5,27500
TN,Samburg town,48.2,17276
TN,Sardis town,83.3,27102
TN,Saulsbury town,75.5,11750
TN,Savannah city,78.1,26502
TN,Scotts Hill town,87,25125
TN,Selmer town,81.5,29167
TN,Sevierville city,82.9,34833
TN,Sewanee CDP,97.9,73750
TN,Seymour CDP,88.7,53772
TN,Shackle Island CDP,99.1,115087
TN,Sharon town,84.2,31719
TN,Shelbyville city,73.3,30744
TN,Signal Mountain town,96,94000
TN,Silerton town,87.5,42500
TN,Slayden town,61.7,32500
TN,Smithville city,75.8,31424
TN,Smyrna town,88.7,53764
TN,Sneedville town,71.6,14009
TN,Soddy-Daisy city,84.2,42861
TN,Somerville town,79.8,29667
TN,South Carthage town,79.9,39891
TN,South Cleveland CDP,81.3,45106
TN,South Fulton city,83.6,31942
TN,South Pittsburg city,82.7,32725
TN,Sparta city,79.2,27320
TN,Spencer town,77.6,30688
TN,Spring City town,76.8,25685
TN,Springfield city,79.7,41234
TN,Spring Hill city,97.4,78588
TN,Spurgeon CDP,91.5,45647
TN,Stanton town,79.1,16917
TN,Stantonville town,76.3,30313
TN,Summertown CDP,78.9,38720
TN,Sunbright city,90.6,38000
TN,Surgoinsville town,82.9,51357
TN,Sweetwater city,78.5,34276
TN,Tazewell town,74.6,26786
TN,Telford CDP,76.4,40580
TN,Tellico Plains town,69.1,25469
TN,Tellico Village CDP,100,68771
TN,Tennessee Ridge town,78.3,39811
TN,Thompson's Station town,96.9,95096
TN,Three Way city,93.3,71765
TN,Tiptonville town,70.2,27690
TN,Toone town,84.6,31719
TN,Townsend city,94.4,42000
TN,Tracy City town,68.5,23750
TN,Trenton city,72.7,25729
TN,Trezevant town,76.8,30750
TN,Trimble town,82.2,36250
TN,Troy town,80.9,35645
TN,Tullahoma city,87.3,35798
TN,Tusculum city,82.6,48092
TN,Unicoi town,85.6,38678
TN,Union City city,82.3,35698
TN,Unionville CDP,72.2,34250
TN,Vanleer town,63.6,35000
TN,Viola town,78,22250
TN,Vonore town,83.2,38542
TN,Walden town,94.2,83333
TN,Walland CDP,93.4,47500
TN,Walnut Grove CDP (Hardin County),51.4,(X)
TN,Walnut Grove CDP (Sumner County),87.8,43036
TN,Walnut Hill CDP,80.9,36923
TN,Walterhill CDP,80.2,72969
TN,Wartburg city,73.9,25417
TN,Wartrace town,84.3,38750
TN,Watauga city,80.2,43125
TN,Watertown city,84.5,35987
TN,Waverly city,91.1,42674
TN,Waynesboro city,82.3,24000
TN,Westmoreland town,80.6,37813
TN,White Bluff town,83.7,44758
TN,White House city,93.3,67763
TN,White Pine town,72.7,31285
TN,Whiteville town,66,21667
TN,Whitwell city,64.9,24583
TN,Wildwood CDP,90.9,56250
TN,Wildwood Lake CDP,69.2,31310
TN,Williston city,84,47708
TN,Winchester city,82.2,39500
TN,Winfield town,69.9,23466
TN,Woodbury town,78.6,27061
TN,Woodland Mills city,92.8,49688
TN,Wrigley CDP,63.5,(X)
TN,Yorkville city,89.6,54063
TN,Abbott city,92.4,65000
TN,Abernathy city,74.3,45000
TN,Abilene city,83.5,43189
TN,Abram CDP,35,22379
TX,Ackerly city,38.3,26500
TX,Addison town,94,67695
TX,Adrian city,74.3,42500
TX,Agua Dulce CDP,49.6,27614
TX,Agua Dulce city,78.1,43958
TX,Aguilares CDP,59.3,-
TX,Airport Heights CDP,52.8,39000
TX,Airport Road Addition CDP,100,77667
TX,Alamo city,62.8,36079
TX,Alamo Heights city,97.9,121086
TX,Alba town,83.2,31477
TX,Albany city,88,50735
TX,Aldine CDP,46.9,33241
TX,Aledo city,93.6,89934
TX,Alfred CDP,0,-
TX,Alice city,73.7,40835
TX,Alice Acres CDP,51.1,(X)
TX,Allen city,95.6,103051
TX,Alma town,62.3,51776
TX,Alpine city,86.4,35941
TX,Alto town,83.1,17670
TX,Alto Bonito Heights CDP,0,17656
TX,Alton city,54.8,27726
TX,Alvarado city,75.6,41466
TX,Alvin city,83,46261
TX,Alvord town,90.6,51042
TX,Amada Acres CDP,-,-
TX,Amargosa CDP,53.3,-
TX,Amarillo city,83.4,47735
TX,Amaya CDP,76.2,32955
TX,Ames city,89.7,33000
TX,Amherst city,72.9,44904
TX,Amistad CDP,100,(X)
TX,Anacua CDP,100,-
TX,Anahuac city,81.9,44940
TX,Anderson city,83,44219
TX,Andrews city,75.3,71182
TX,Angleton city,79.9,52890
TX,Angus city,72.8,34792
TX,Anna city,88,69663
TX,Annetta town,95.5,120179
TX,Annetta North town,93.9,105714
TX,Annetta South town,99.5,112917
TX,Annona town,69.5,27188
TX,Anson city,77.9,43917
TX,Anthony town,78.2,33341
TX,Anton city,67.6,41875
TX,Appleby city,93.3,58750
TX,Aquilla city,71.9,65625
TX,Aransas Pass city,79,44353
TX,Archer City city,87,38580
TX,Arcola city,63.7,42279
TX,Argyle city,98.1,107333
TX,Arlington city,84.7,53326
TX,Arp city,85.2,53594
TX,Arroyo Colorado Estates CDP,17.6,(X)
TX,Arroyo Gardens CDP,53.6,(X)
TX,Asherton city,54.6,29868
TX,Aspermont town,73.9,34464
TX,Atascocita CDP,92,84982
TX,Athens city,76.9,37358
TX,Atlanta city,85.2,35657
TX,Aubrey city,86.9,60000
TX,Aurora city,85.4,57000
TX,Austin city,87.5,57689
TX,Austwell city,82.9,41528
TX,Avery town,84.8,24583
TX,Avinger town,83,33125
TX,Azle city,85.9,55830
TX,Bacliff CDP,73.4,37182
TX,Bailey city,74.1,46250
TX,Bailey's Prairie village,84.7,102917
TX,Baird city,86.2,40991
TX,Balch Springs city,64,40230
TX,Balcones Heights city,82.2,30208
TX,Ballinger city,78.7,34817
TX,Balmorhea city,70.2,38750
TX,B and E CDP,26,26042
TX,Bandera city,85,41992
TX,Bangs city,79.3,37361
TX,Banquete CDP,71.1,36790
TX,Bardwell city,52.4,32167
TX,Barrera CDP,-,-
TX,Barrett CDP,82.2,31442
TX,Barry city,87.5,36250
TX,Barstow city,55.4,27708
TX,Bartlett city,67.5,36065
TX,Barton Creek CDP,98.7,168063
TX,Bartonville town,92.4,113393
TX,Bastrop city,83.1,48071
TX,Batesville CDP,39.9,10307
TX,Bay City city,76.7,39111
TX,Bayou Vista city,94.5,76071
TX,Bayside town,87.1,59167
TX,Baytown city,75.5,48103
TX,Bayview town,92.1,76458
TX,Beach City city,89.2,68950
TX,Bear Creek village,96.6,101875
TX,Beasley city,78.2,46307
TX,Beaumont city,84.9,40992
TX,Beckville city,77.1,37917
TX,Bedford city,94.8,61961
TX,Bedias city,83.9,35750
TX,Bee Cave city,98.9,121708
TX,Beeville city,76,38750
TX,Bellaire city,97.8,175369
TX,Bellevue city,81,35833
TX,Bellmead city,64.7,34358
TX,Bells town,86.2,55260
TX,Bellville city,87.6,50577
TX,Belton city,81.5,51033
TX,Benavides city,75.7,32038
TX,Benbrook city,93.7,64786
TX,Benjamin city,84,35000
TX,Benjamin Perez CDP,-,-
TX,Berryville town,83.8,40272
TX,Bertram city,89.1,49079
TX,Beverly Hills city,69.9,34034
TX,Bevil Oaks city,96.7,76250
TX,Bigfoot CDP,75.6,(X)
TX,Big Lake city,68.6,53375
TX,Big Sandy town,74.3,35625
TX,Big Spring city,76.5,45650
TX,Big Thicket Lake Estates CDP,68.3,34205
TX,Big Wells city,54.5,24583
TX,Bishop city,74.2,48343
TX,Bishop Hills town,92.9,98750
TX,Bixby CDP,60.5,32578
TX,Blackwell city,84.4,48571
TX,Blanco city,82.8,41272
TX,Blanket town,85.5,38750
TX,Blessing CDP,63.3,21360
TX,Bloomburg town,76.1,32885
TX,Blooming Grove town,88.8,42500
TX,Bloomington CDP,68.7,34787
TX,Blossom city,80.1,42390
TX,Blue Berry Hill CDP,32.1,(X)
TX,Blue Mound city,63.6,47174
TX,Blue Ridge city,84.5,45368
TX,Bluetown CDP,16.1,14479
TX,Blum town,69.3,39773
TX,Boerne city,89.8,57047
TX,Bogata city,64.8,32875
TX,Boling CDP,74.9,29631
TX,Bolivar Peninsula CDP,87.7,61393
TX,Bonanza Hills CDP,100,-
TX,Bonham city,74.6,36587
TX,Bonney village,89.2,47500
TX,Booker town,80,70739
TX,Borger city,81.2,44918
TX,Botines CDP,100,-
TX,Bovina city,52.7,34792
TX,Bowie city,83.1,39555
TX,Box Canyon CDP,48,(X)
TX,Boyd town,85.8,48373
TX,Boys Ranch CDP,100,69375
TX,Brackettville city,58.2,37708
TX,Brady city,73.6,35987
TX,Brazoria city,88.5,45076
TX,Brazos Bend city,95.1,104286
TX,Brazos Country city,95.1,101875
TX,Breckenridge city,76.8,37571
TX,Bremond city,76.4,25417
TX,Brenham city,83.2,42975
TX,Briar CDP,87,50458
TX,Briarcliff village,98.3,87411
TX,Briaroaks city,95,77000
TX,Bridge City city,89.7,62763
TX,Bridgeport city,72.7,42415
TX,Bristol CDP,88,72153
TX,Broaddus town,72.5,36250
TX,Bronte town,81.4,40536
TX,Brookshire city,62.1,31523
TX,Brookside Village city,86.2,73750
TX,Browndell city,66.2,24219
TX,Brownfield city,68.5,36051
TX,Brownsboro city,84.9,45761
TX,Brownsville city,64.1,32894
TX,Brownwood city,83.9,36644
TX,Bruceville-Eddy city,86,48393
TX,Brundage CDP,-,-
TX,Bruni CDP,83.2,49911
TX,Brushy Creek CDP,97.2,99544
TX,Bryan city,78.4,40312
TX,Bryson city,79.6,28750
TX,Buchanan Dam CDP,87.2,32604
TX,Buchanan Lake Village CDP,80.2,27857
TX,Buckholts town,60.7,17414
TX,Buda city,95.3,68945
TX,Buena Vista CDP,0,-
TX,Buffalo city,77,44792
TX,Buffalo Gap town,87.7,47639
TX,Buffalo Springs village,92.7,47500
TX,Bullard town,90.9,63177
TX,Bulverde city,96.2,101620
TX,Buna CDP,80.1,33281
TX,Bunker Hill Village city,98.4,236250
TX,Burkburnett city,89.3,51828
TX,Burke city,76.9,43661
TX,Burleson city,92.2,69686
TX,Burnet city,81.2,43149
TX,Burton city,94.1,60625
TX,Butterfield CDP,29.2,(X)
TX,Byers city,94.3,38750
TX,Bynum town,75,52813
TX,Cactus city,34,40825
TX,Caddo Mills city,91.2,53601
TX,Caldwell city,77,45556
TX,Callender Lake CDP,91.5,47644
TX,Callisburg city,97.2,49792
TX,Calvert city,78.3,19677
TX,Camargito CDP,19.4,16063
TX,Cameron city,75.3,34058
TX,Cameron Park CDP,33.3,24051
TX,Campbell city,87.6,46750
TX,Campo Verde CDP,9.9,(X)
TX,Camp Swift CDP,75,44886
TX,Camp Wood city,65.5,28403
TX,Canadian city,77.7,55761
TX,Caney City town,73.3,33750
TX,Canton city,82.7,38553
TX,Cantu Addition CDP,82.5,37188
TX,Canutillo CDP,65,31971
TX,Canyon city,90.3,43027
TX,Canyon Creek CDP,79.9,37308
TX,Canyon Lake CDP,92.2,56544
TX,Cape Royale CDP,97.2,81250
TX,Carbon town,69.5,18750
TX,Carlsbad CDP,76.9,44722
TX,Carl's Corner town,72,36250
TX,Carmine city,79.2,45000
TX,Carrizo Hill CDP,54.1,61689
TX,Carrizo Springs city,73.3,38125
TX,Carrollton city,85.3,69368
TX,Carthage city,81.7,47163
TX,Casa Blanca CDP,0,-
TX,Casas CDP,50,-
TX,Cashion Community city,89.8,48125
TX,Castle Hills city,89.3,83333
TX,Castroville city,83,55500
TX,Catarina CDP,75,(X)
TX,Cedar Hill city,91.7,67669
TX,Cedar Park city,95.5,82311
TX,Cedar Point CDP,88.1,65611
TX,Celeste city,87.4,39706
TX,Celina city,95.6,91506
TX,Center city,70.8,26696
TX,Centerville city,79.4,39063
TX,Central Gardens CDP,93.4,66736
TX,C_sar Chˆvez CDP,68.9,38854
TX,Chandler city,94,59583
TX,Channelview CDP,68.4,51745
TX,Channing city,94.8,31000
TX,Chaparrito CDP,0,-
TX,Chapeno CDP,33.3,-
TX,Charlotte city,56.5,31985
TX,Chester town,82.9,37375
TX,Chico city,81.2,47833
TX,Childress city,87.6,33934
TX,Chillicothe city,64.2,46719
TX,Chilton CDP,50.6,26146
TX,China city,86.5,39861
TX,China Grove town,90.9,91250
TX,China Spring CDP,83.1,48618
TX,Chireno city,75.7,38750
TX,Christine town,69.4,41071
TX,Christoval CDP,73.4,25083
TX,Chula Vista CDP (Cameron County),48.1,(X)
TX,Chula Vista CDP (Maverick County),33.4,19583
TX,Chula Vista CDP (Zavala County),46.9,19000
TX,Cibolo city,95.4,90665
TX,Cienegas Terrace CDP,43.8,41645
TX,Cinco Ranch CDP,98.2,135507
TX,Circle D-KC Estates CDP,80.3,54199
TX,Cisco city,80.7,31009
TX,Citrus City CDP,25,17021
TX,Clarendon city,83.4,34063
TX,Clarksville city,77,19564
TX,Clarksville City city,86,51364
TX,Claude city,87.6,60069
TX,Clear Lake Shores city,98.5,97500
TX,Cleburne city,77.5,48059
TX,Cleveland city,71.6,29868
TX,Clifton city,76.9,38576
TX,Clint town,74.9,33542
TX,Cloverleaf CDP,60,40622
TX,Clute city,73.7,45307
TX,Clyde city,88.8,44005
TX,Coahoma town,88.1,67647
TX,Cockrell Hill city,49.6,37865
TX,Coffee City town,85.2,46250
TX,Coldspring city,75.1,36750
TX,Coleman city,79.9,30000
TX,College Station city,93.6,34186
TX,Colleyville city,98.3,152310
TX,Collinsville town,87.8,50481
TX,Colmesneil city,90.7,41813
TX,Colorado Acres CDP,53.7,(X)
TX,Colorado City city,70.6,48205
TX,Columbus city,80.7,39505
TX,Comanche city,67.1,32075
TX,Combes town,67,35968
TX,Combine city,75,68224
TX,Comfort CDP,71.3,56912
TX,Commerce city,79,21836
TX,Como town,75.2,32179
TX,Concepcion CDP,53.8,14167
TX,Conroe city,75,47680
TX,Converse city,87.4,62481
TX,Cool city,77.7,41250
TX,Coolidge town,55.2,29861
TX,Cooper city,75.7,26643
TX,Coppell city,96.6,111817
TX,Copperas Cove city,93.4,51972
TX,Copper Canyon town,95.2,133750
TX,Corinth city,96.3,90505
TX,Corpus Christi city,81.4,50658
TX,Corral City town,100,(X)
TX,Corrigan town,71.4,29385
TX,Corsicana city,75.1,38734
TX,Cottonwood city,89.6,56250
TX,Cottonwood Shores city,82.9,45391
TX,Cotulla city,61.1,34167
TX,Country Acres CDP,100,-
TX,Coupland city,84.8,67857
TX,Cove city,92.9,64844
TX,Covington city,82.2,41250
TX,Coyanosa CDP,22.5,42875
TX,Coyote Acres CDP,76.4,(X)
TX,Coyote Flats city,84.9,49583
TX,Crandall city,88.3,64615
TX,Crane city,72.2,58803
TX,Cranfills Gap city,68.8,29375
TX,Crawford town,91.3,55536
